Gestionnaire;Nom de l'OPC;Type d'OPC;Catégorie;Date;Valeur Liquidative; Actif net 
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE PRESTIGE;FCP;Obligataire (OLMT);30/09/2025;1 189 650;66 886 507 503
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE LIQUIDITE;FCP;Monétaire (OCT);30/09/2025;6 749;611 172 687
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE ACTIONS;FCP;Actions ;30/09/2025;12 869;323 696 783
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE HORIZON;FCP;Diversifié;30/09/2025;11 072;480 011 540
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE CROISSANCE;FCP;Diversifié;30/09/2025;6 753;18 762 950 244
SGO MALI FINANCES;NYESIGUI;FCP;Diversifié;30/09/2025;15 369;919 156 039
SGO MALI FINANCES;TOUNKARANKE;FCP;Obligataire (OLMT);30/09/2025;127 245;755 935 132
SGO MALI FINANCES;ORANGE ML;FCPE;Diversifié;30/09/2025;36 994;4 686 371 794
NSIA ASSET MANAGEMENT;NSIA FONDS DIVERSIFIE;FCP;Diversifié;30/09/2025;7 024;19 985 986 134
NSIA ASSET MANAGEMENT;AURORE OPPORTUNITES;FCP;Actions ;30/09/2025;8 941;14 360 572 764
NSIA ASSET MANAGEMENT;TAWFIR HALAL;FCP;Diversifié;30/09/2025;5 746;1 092 754 355
NSIA ASSET MANAGEMENT;AURORE SECURITE;FCP;Obligataire (OLMT);30/09/2025;6 385;61 012 118 028
NSIA ASSET MANAGEMENT;AURORE MONETARIS;FCP;Monétaire (OCT);30/09/2025;5 779;1 327 804 392
NSIA ASSET MANAGEMENT;NSIA ASSURANCES OPTIMUM;FCP;Diversifié;30/09/2025;1 300 308;4 935 149 039
NSIA ASSET MANAGEMENT;EVOLUTIS;FCPE;Diversifié;30/09/2025;6 347;1 300 676 239
NSIA ASSET MANAGEMENT;AURORE SECURITE II;FCP;Obligataire (OLMT);30/09/2025;5 814;26 235 046 069
NSIA ASSET MANAGEMENT;OBLIGATIONS PREMIUM;FCP;Obligataire (OLMT);30/09/2025;5 521;170 875 211
NSIA ASSET MANAGEMENT;AURORE OBLIGATIONS SOUVERAINES;FCP;Obligataire (OLMT);30/09/2025;10 670;33 670 594 637
PHOENIXAFRICA ASSET MANAGEMENT;PAM ACTIONS;FCP;Actions ;30/09/2025;22 792;881 888 779
PHOENIXAFRICA ASSET MANAGEMENT;PAM DIVERSIFIE EQUILIBRE;FCP;Diversifié;30/09/2025;19 724;1 030 314 769
PHOENIXAFRICA ASSET MANAGEMENT;PAM DIVERSIFIE OBLIGATIONS;FCP;Diversifié;30/09/2025;16 853;3 347 326 434
PHOENIXAFRICA ASSET MANAGEMENT;PAM OBLIGATIONS;FCP;Obligataire (OLMT);30/09/2025;10 048;115 548 685
SGA2E;CIE;FCPE;Diversifié;30/09/2025;9 686;46 629 495 656
SGA2E;SODECI;FCPE;Diversifié;30/09/2025;11 685;23 866 313 312
OPTI ASSET MANAGEMENT;OPTI PLACEMENT 1;FCP;Actions ;30/09/2025;30 900;904 100 821
OPTI ASSET MANAGEMENT;OPTI REVENU 2;FCP;Obligataire (OLMT);30/09/2025;9 482;11 201 238 485
OPTI ASSET MANAGEMENT;OPTI CAPITAL 3;FCP;Diversifié;30/09/2025;24 584;1 544 572 476
ENKO CAPITAL WEST AFRICA;ENKO CAPITAL GARANTI;FCP;Diversifié;30/09/2025;20 423;2 779 881 215
ENKO CAPITAL WEST AFRICA;PATRIMOINE;FCP;Obligataire (OLMT);30/09/2025;13 327;29 554 559 409
ENKO CAPITAL WEST AFRICA;ENKO CAPITAL OBLIGATIONS;FCP;Obligataire (OLMT);30/09/2025;12 431;5 351 414 040
ENKO CAPITAL WEST AFRICA;ENKO CAPITAL LIQUIDITE;FCP;Obligataire (OLMT);30/09/2025;10 166;6 314 268 035
ENKO CAPITAL WEST AFRICA;GOORGOORLU;FCP;Monétaire (OCT);30/09/2025;968;519 003 712
BOA CAPITAL CAM;EMERGENCE;FCP;Diversifié;30/09/2025;8 318;28 382 536 925
BOA CAPITAL CAM;BOA INVESTMENT;FCP;Obligataire (OLMT);30/09/2025;43 382 065;45 613 086 501
BOA CAPITAL CAM;GLOBAL INVESTORS;FCP;Diversifié;30/09/2025;45 575;13 113 725 692
BOA CAPITAL CAM;BOA ACTIONS;FCP;Actions ;30/09/2025;20 783;635 266 600
BOA CAPITAL CAM;BOA OBLIGATIONS;FCP;Obligataire (OLMT);30/09/2025;13 220;49 360 398 017
BOA CAPITAL CAM;SAHAM PERFORMANCE;FCP;Actions ;30/09/2025;239 262;568 486 011
BOA CAPITAL CAM;BOA RENDEMENT;FCP;Obligataire (OLMT);30/09/2025;38 822 947;47 419 927 314
BOA CAPITAL CAM;BOA SECURITE;FCP;Obligataire (OLMT);30/09/2025;117 916;36 972 966 505
BOA CAPITAL CAM;BOA OBLIGATIONS;FCP;Obligataire (OLMT);30/09/2025;112 459;45 522 203 901
BOA CAPITAL CAM;BOA PREMIUM;FCP;Diversifié;30/09/2025;123 480;277 884 859
BNI GESTION;OBLIG SECURITE;FCP;Obligataire (OLMT);30/09/2025;11 473;28 487 488 299
BNI GESTION;KARIMA ETHIQUE;FCP;Diversifié;30/09/2025;2 406;199 847 182
BNI GESTION;CNRA;FCPE;Diversifié;30/09/2025;4 201;108 323 202
BNI GESTION;INITIATIVE SOLIDARITE;FCP;Diversifié;30/09/2025;6 072;250 250 311
BNI GESTION;BNI RETRAITE;FCPE;Diversifié;30/09/2025;5 423;649 593 466
BNI GESTION;SODEFOR COMPLEMENTAIRE RETRAITE;FCPE;Diversifié;30/09/2025;8 458;459 751 780
BNI GESTION;CAPITAL CROISSANCE;FCP;Diversifié;30/09/2025;14 139;17 606 966 631
BNI GESTION;DYNAMIC SAVINGS;FCP;Actions ;30/09/2025;12 882;4 655 000 915
CGF GESTION;PLACEMENT CROISSANCE;FCP;Actions ;30/09/2025;1 764;2 319 784 257
CGF GESTION;SALAM CI;FCP;Diversifié;30/09/2025;1 211;1 859 066 353
CGF GESTION;BNDE VALEURS;FCP;Diversifié;30/09/2025;1 378;4 022 664 820
CGF GESTION;WALO;FCP;Diversifié;30/09/2025;1 306;1 640 392 415
CGF GESTION;PLACEMENT QUIETUDE;FCP;Diversifié;30/09/2025;1 721;12 488 347 590
CGF GESTION;LIQUIDITE-OPTIMUM;FCP;Diversifié;30/09/2025;13 498;7 489 367 749
CGF GESTION;AVANTAGE AKWABA;FCP;Diversifié;30/09/2025;1 791;4 267 614 210
CGF GESTION;EXPAT;FCP;Diversifié;30/09/2025;1 256;1 844 312 056
CGF GESTION;DJOLOF;FCP;Obligataire (OLMT);30/09/2025;1 348;1 144 308 757
CGF GESTION;POSTEFINANCES HORIZON;FCP;Diversifié;30/09/2025;2 514;1 334 699 534
CGF GESTION;AL BARAKA 2;FCP;Diversifié;30/09/2025;1 319;2 494 220 372
CGF GESTION;ASSUR SENEGAL;FCP;Diversifié;30/09/2025;1 445 969;1 102 297 687
CGF GESTION;ACTIONS PHARMACIE;FCP;Diversifié;30/09/2025;1 160;1 252 525 390
CGF GESTION;CAPITAL RETRAITE;FCP;Diversifié;30/09/2025;1 248;10 169 960 096
CGF GESTION;DIASPORA;FCP;Diversifié;30/09/2025;1 272;3 371 794 617
CGF GESTION;RENTE PERPETUELLE;FCP;Diversifié;30/09/2025;1 236;5 782 842 140
CGF GESTION;VISION MONETAIRE;FCP;Monétaire (OCT);30/09/2025;1 003 105;100 310 531
CGF GESTION;UCA DOGUICIMI;FCP;Obligataire (OLMT);30/09/2025;5 104;426 427 507
CGF GESTION;IFC-BOAD;FCP;Obligataire (OLMT);30/09/2025;146 941;7 168 235 672
CGF GESTION;FCPCR SONATEL;FCPE;Diversifié;30/09/2025;10 442;26 475 488 279
CGF GESTION;SINI GNESIGUI;FCP;Diversifié;30/09/2025;2 024;544 987 180
CGF GESTION;FORCE PAD;FCP;Diversifié;30/09/2025;2 339;2 055 534 366
CGF GESTION;DP WORLD DAKAR;FCP;Diversifié;30/09/2025;1 567;2 783 303 284
CGF GESTION;TRANSVIE;FCP;Diversifié;30/09/2025;1 172;445 367 324
CGF GESTION;SEN FONDS;FCPR;Actifs non cotés;30/09/2025;10 841;1 207 328 331
EDC ASSET MANAGEMENT;ECOBANK ACTIONS UEMOA;FCP;Actions ;30/09/2025;6 123;782 024 170
EDC ASSET MANAGEMENT;ECOBANK OBLIGATAIRE UEMOA;SICAV;Obligataire (OLMT);30/09/2025;20 682;197 112 084 999
EDC ASSET MANAGEMENT;ECOBANK UEMOA DIVERSIFIE;FCP;Diversifié;30/09/2025;10 338;8 633 387 218
EDC ASSET MANAGEMENT;ECOBANK UEMOA RENDEMENT;FCP;Diversifié;30/09/2025;2 012 350;601 927 704
EDC ASSET MANAGEMENT;ECOBANK UEMOA MONETAIRE;FCP;Monétaire (OCT);30/09/2025;1 001 561;150 234 191
EDC ASSET MANAGEMENT;ECOBANK UEMOA RETRAITE CONFORT;FCP;Obligataire (OLMT);30/09/2025;5 541;15 432 540 233
EDC ASSET MANAGEMENT;ECOBANK PRIVE ACTIONS;FCP;Actions ;30/09/2025;N/D;6 298 294 012
EDC ASSET MANAGEMENT;ECOBANK PRIVE OLMT;FCP;Obligataire (OLMT);30/09/2025;N/D;21 089 515 327
BAOBAB ASSET MANAGEMENT;BAM WURUS;FCP;Actions ;30/09/2025;15 050;1 567 453 247
BAOBAB ASSET MANAGEMENT;BAM TRESOR;FCP;Monétaire (OCT);30/09/2025;11 350;4 502 229 472
BAOBAB ASSET MANAGEMENT;BAM FI NATANGUE;FCPR;Actifs non cotés;30/09/2025;10 419;139 577 122
KAYDAN ASSET MANAGEMENT;KAM SUR;FCP;Obligataire (OLMT);30/09/2025;11 464;302 528 503
KAYDAN ASSET MANAGEMENT;KAM CROISSANCE +;FCPR;Actifs non cotés;30/09/2025;1 113 107;3 000 000 000
UCAMWAL;UNITED CAPITAL SAPPHIRE;FCP;Diversifié;30/09/2025;5 191;117 563 826
UCAMWAL;UNITED CAPITAL DIAMOND;FCP;Obligataire (OLMT);30/09/2025;108 426;1 218 121 577
SAPHIR ASSET MANAGEMENT;SAPHIR QUIETUDE;FCP;Obligataire (OLMT);31/12/2025;6 612;21 327 495 752
SAPHIR ASSET MANAGEMENT;SAPHIR DYNAMIQUE;FCP;Diversifié;31/12/2025;7 365;2 440 307 281
SGCAMWA;SOGEPRIVILEGE;FCP;Diversifié;31/12/2025;5 771;5 281 859 763
SGCAMWA;SOGEAVENIR;FCP;Diversifié;31/12/2025;2 435;5 515 128 940
SGCAMWA;SOGEDEFI;FCP;Diversifié;31/12/2025;5 731;5 336 869 158
SGCAMWA;SOGEVALOR;FCP;Actions ;31/12/2025;5 865;7 559 522 114
SGCAMWA;SOGEDYNAMIQUE;FCP;Actions ;31/12/2025;5 840;7 028 560 816
SGCAMWA;SOGELIQUID;FCP;Monétaire (OCT);31/12/2025;11 257 597;41 711 900 165
SGCAMWA;SOGESECURITE;FCP;Obligataire (OLMT);31/12/2025;5 173;40 288 175 403
SGCAMWA;ALLIANZ AFRICA;FCPR;Actifs non cotés;31/12/2025;104 465 366;10 148 041 837
SGCAMWA;SOGE EPARGNE PLUS;FCP;Obligataire (OLMT);31/12/2025;5 413;12 162 429 208
SGCAMWA;ENERGIES;FCP;Obligataire (OLMT);31/12/2025;5 264;740 603 890
AFRICAINE DE GESTION D'ACTIFS;AGA CONFORT PLUS;FCP;Obligataire (OLMT);31/12/2025;1 500;20 194 427 074
AFRICAINE DE GESTION D'ACTIFS;AGA CAPITAL PLUS;FCP;Diversifié;31/12/2025;1 603;4 146 232 121
AFRICABOURSE ASSET MANAGEMENT;OBLIGATIS;FCP;Obligataire (OLMT);31/12/2025;9 268;23 645 251 600
AFRICABOURSE ASSET MANAGEMENT;EPARGNE CROISSANCE;FCP;Diversifié;31/12/2025;11 375;13 768 180 463
AFRICABOURSE ASSET MANAGEMENT;EPARGNE ACTION;FCP;Actions ;31/12/2025;9 443;2 020 205 832
AFRICABOURSE ASSET MANAGEMENT;CAPITAL SUR;FCP;Obligataire (OLMT);31/12/2025;12 656;13 270 725 794
SOAGA;SOAGA EPARGNE SERENITE;FCP;Obligataire (OLMT);31/12/2025;17 019;38 785 937 100
SOAGA;SOAGA EPARGNE OBLIGATIONS;FCP;Obligataire (OLMT);31/12/2025;6 576;35 419 796 126
SOAGA;BOAD CAPITAL RETRAITE;FCP;Obligataire (OLMT);31/12/2025;14 553;1 855 997 879
SOAGA;SOAGA EPARGNE QUIETUDE;FCP;Obligataire (OLMT);31/12/2025;6 325;36 736 615 234
SOAGA;SOAGA TRESORERIE;FCP;Monétaire (OCT);31/12/2025;10 402;6 493 561 580
SOAGA;SICAV ABDOU DIOUF;SICAV;Diversifié;31/12/2025;16 700 244;23 781 516 725
SOAGA;SOAGA EPARGNE ACTIVE;FCP;Diversifié;31/12/2025;14 655;10 721 124 339
SOAGA;SOAGA EPARGNE DYNAMIQUE;FCP;Actions ;31/12/2025;7 627;7 126 947 285
SOAGA;SOAGA EPARGNE ACTIONS;FCP;Actions ;31/12/2025;11 843;4 940 643 990
BRIDGE ASSET MANAGEMENT;BRIDGE OBLIGATIONS;FCP;Obligataire (OLMT);31/12/2025;6 855;76 632 978 685
BRIDGE ASSET MANAGEMENT;BRIDGE EQUILIBRE;FCP;Diversifié;31/12/2025;41 352 760;7 150 728 270
BRIDGE ASSET MANAGEMENT;BRIDGE DIVERSIFIE CROISSANCE;FCP;Diversifié;31/12/2025;8 585;2 614 290 232
AFRICA ASSET MANAGEMENT;VALORIS;FCP;Actions ;31/12/2025;16 654;3 713 034 292
AFRICA ASSET MANAGEMENT;EXPANSIO;FCP;Diversifié;31/12/2025;12 803;4 154 711 397
AFRICA ASSET MANAGEMENT;SECURITAS;FCP;Obligataire (OLMT);31/12/2025;8 593;3 616 825 902
IMPAXIS ASSET MANAGEMENT (ex-BRM ASSET MANAGEMENT);SDE;FCP;Diversifié;31/12/2025;2 723;719 683 529
CORIS ASSET MANAGEMENT;CORIS ACTIONS;FCP;Actions ;31/12/2025;10 532;1 550 842 776
CORIS ASSET MANAGEMENT;CORIS PERFORMANCE;FCP;Diversifié;31/12/2025;9 855;3 439 138 464
CORIS ASSET MANAGEMENT;ASSURANCES;FCP;Monétaire (OCT);31/12/2025;5 945;766 872 712
ATTIJARI ASSET MANAGEMENT;ATTIJARI OBLIG;SICAV;Obligataire (OLMT);31/12/2025;14 593;77 602 057 595
ATTIJARI ASSET MANAGEMENT;ATTIJARI LIQUIDITE;FCP;Monétaire (OCT);31/12/2025;16 032;5 933 357 150
ATTIJARI ASSET MANAGEMENT;ATTIJARI HORIZON;FCP;Obligataire (OLMT);31/12/2025;16 918;37 483 062 970
ATTIJARI ASSET MANAGEMENT;ATTIJARI ACTIONS;FCP;Actions ;31/12/2025;26 411;750 856 627
ATTIJARI ASSET MANAGEMENT;ATTIJARI DIVERSIFIE;FCP;Diversifié;31/12/2025;24 944;9 399 954 959
ATTIJARI ASSET MANAGEMENT;ATTIJARI INVEST;FCP;Obligataire (OLMT);31/12/2025;16 061;14 700 724 926
ATTIJARI ASSET MANAGEMENT;ATTIJARI PATRIMOINE;FCP;Obligataire (OLMT);31/12/2025;15 856;33 940 002 671
ATTIJARI ASSET MANAGEMENT;CRBC-PROSPERITE;FCP;Obligataire (OLMT);31/12/2025;12 405;30 632 167 451
ATTIJARI ASSET MANAGEMENT;WAFA ASSURANCE UEMOA;FCP;Obligataire (OLMT);31/12/2025;11 478;51 889 766 285
ATTIJARI ASSET MANAGEMENT;CRAT PERFORMANCE;FCP;Diversifié;31/12/2025;13 696;791 988 900
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE SECURITE;FCP;Obligataire (OLMT);31/12/2025;7 694;72 779 779 274
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE SERENITE;FCP;Obligataire (OLMT);31/12/2025;7 251;55 602 318 792
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE IFC;FCP;Obligataire (OLMT);31/12/2025;1 410 241;8 697 863 833
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE OBLIGATIONS;FCP;Obligataire (OLMT);31/12/2025;12 429;428 508 079
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE SECURITE PLUS;FCP;Obligataire (OLMT);31/12/2025;12 036;61 226 247 278
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE PRESTIGE;FCP;Obligataire (OLMT);31/12/2025;1 208 756;67 169 915 594
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE LIQUIDITE;FCP;Monétaire (OCT);31/12/2025;6 894;5 007 154 896
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE ACTIONS;FCP;Actions ;31/12/2025;13 608;399 618 786
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE HORIZON;FCP;Diversifié;31/12/2025;11 560;507 596 093
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE CROISSANCE;FCP;Diversifié;31/12/2025;6 926;19 242 233 643
SGO MALI FINANCES;NYESIGUI;FCP;Diversifié;31/12/2025;15 643;967 615 072
SGO MALI FINANCES;TOUNKARANKE;FCP;Obligataire (OLMT);31/12/2025;128 585;740 297 881
SGO MALI FINANCES;ORANGE ML;FCPE;Diversifié;31/12/2025;37 499;4 747 476 820
NSIA ASSET MANAGEMENT;NSIA FONDS DIVERSIFIE;FCP;Diversifié;31/12/2025;7 193;48 988 189 137
NSIA ASSET MANAGEMENT;AURORE OPPORTUNITES;FCP;Actions ;31/12/2025;9 217;16 148 211 175
NSIA ASSET MANAGEMENT;TAWFIR HALAL;FCP;Diversifié;31/12/2025;5 867;1 248 864 924
NSIA ASSET MANAGEMENT;AURORE SECURITE;FCP;Obligataire (OLMT);31/12/2025;6 498;48 667 807 471
NSIA ASSET MANAGEMENT;AURORE MONETARIS;FCP;Monétaire (OCT);31/12/2025;5 897;11 016 821 185
NSIA ASSET MANAGEMENT;NSIA ASSURANCES OPTIMUM;FCP;Diversifié;31/12/2025;1 322 553;5 144 042 001
NSIA ASSET MANAGEMENT;EVOLUTIS;FCPE;Diversifié;31/12/2025;6 374;1 298 797 166
NSIA ASSET MANAGEMENT;AURORE SECURITE II;FCP;Obligataire (OLMT);31/12/2025;5 931;50 226 476 626
NSIA ASSET MANAGEMENT;OBLIGATIONS PREMIUM;FCP;Obligataire (OLMT);31/12/2025;5 538;839 492 137
NSIA ASSET MANAGEMENT;AURORE OBLIGATIONS SOUVERAINES;FCP;Obligataire (OLMT);31/12/2025;10 954;50 315 906 518
PHOENIXAFRICA ASSET MANAGEMENT;PAM ACTIONS;FCP;Actions ;31/12/2025;23 731;1 036 771 674
PHOENIXAFRICA ASSET MANAGEMENT;PAM DIVERSIFIE EQUILIBRE;FCP;Diversifié;31/12/2025;20 490;1 221 084 119
PHOENIXAFRICA ASSET MANAGEMENT;PAM DIVERSIFIE OBLIGATIONS;FCP;Diversifié;31/12/2025;17 257;3 519 872 654
PHOENIXAFRICA ASSET MANAGEMENT;PAM OBLIGATIONS;FCP;Obligataire (OLMT);31/12/2025;10 108;1 181 270 293
SGA2E;CIE;FCPE;Diversifié;31/12/2025;9 862;47 799 240 722
SGA2E;SODECI;FCPE;Diversifié;31/12/2025;11 849;24 466 561 590
OPTI ASSET MANAGEMENT;OPTI PLACEMENT 1;FCP;Actions ;31/12/2025;33 574;1 153 557 271
OPTI ASSET MANAGEMENT;OPTI REVENU 2;FCP;Obligataire (OLMT);31/12/2025;9 629;11 185 363 156
OPTI ASSET MANAGEMENT;OPTI CAPITAL 3;FCP;Diversifié;31/12/2025;27 830;1 526 722 500
ENKO CAPITAL WEST AFRICA;ENKO CAPITAL GARANTI;FCP;Diversifié;31/12/2025;20 366;2 772 143 294
ENKO CAPITAL WEST AFRICA;PATRIMOINE;FCP;Obligataire (OLMT);31/12/2025;13 477;29 887 946 633
ENKO CAPITAL WEST AFRICA;ENKO CAPITAL OBLIGATIONS;FCP;Obligataire (OLMT);31/12/2025;12 558;5 399 660 672
ENKO CAPITAL WEST AFRICA;ENKO CAPITAL LIQUIDITE;FCP;Obligataire (OLMT);31/12/2025;10 284;10 666 052 514
ENKO CAPITAL WEST AFRICA;GOORGOORLU;FCP;Monétaire (OCT);31/12/2025;997;8 553 747 062
BOA CAPITAL CAM;EMERGENCE;FCP;Diversifié;31/12/2025;8 486;28 686 256 920
BOA CAPITAL CAM;BOA INVESTMENT;FCP;Obligataire (OLMT);31/12/2025;44 031 595;35 372 258 504
BOA CAPITAL CAM;GLOBAL INVESTORS;FCP;Diversifié;31/12/2025;47 553;13 680 974 377
BOA CAPITAL CAM;BOA ACTIONS;FCP;Actions ;31/12/2025;21 834;695 008 623
BOA CAPITAL CAM;BOA OBLIGATIONS;FCP;Obligataire (OLMT);31/12/2025;13 414;47 730 264 804
BOA CAPITAL CAM;SAHAM PERFORMANCE;FCP;Actions ;31/12/2025;255 082;606 073 645
BOA CAPITAL CAM;BOA RENDEMENT;FCP;Obligataire (OLMT);31/12/2025;39 379 895;47 563 458 177
BOA CAPITAL CAM;BOA SECURITE;FCP;Obligataire (OLMT);31/12/2025;119 632;38 491 210 281
BOA CAPITAL CAM;BOA OBLIGATIONS;FCP;Obligataire (OLMT);31/12/2025;114 602;36 801 087 285
BOA CAPITAL CAM;BOA PREMIUM;FCP;Diversifié;31/12/2025;126 550;284 547 503
BNI GESTION;OBLIG SECURITE;FCP;Obligataire (OLMT);31/12/2025;11 657;39 494 393 267
BNI GESTION;KARIMA ETHIQUE;FCP;Diversifié;31/12/2025;2 417;348 513 287
BNI GESTION;CNRA;FCPE;Diversifié;31/12/2025;4 129;106 457 403
BNI GESTION;INITIATIVE SOLIDARITE;FCP;Diversifié;31/12/2025;6 160;436 506 022
BNI GESTION;BNI RETRAITE;FCPE;Diversifié;31/12/2025;5 584;713 499 582
BNI GESTION;SODEFOR COMPLEMENTAIRE RETRAITE;FCPE;Diversifié;31/12/2025;8 442;428 726 137
BNI GESTION;CAPITAL CROISSANCE;FCP;Diversifié;31/12/2025;14 139;16 849 397 910
BNI GESTION;DYNAMIC SAVINGS;FCP;Actions ;31/12/2025;13 493;4 360 390 214
CGF GESTION;PLACEMENT CROISSANCE;FCP;Actions ;31/12/2025;1 806;2 569 383 189
CGF GESTION;SALAM CI;FCP;Diversifié;31/12/2025;1 190;1 783 754 588
CGF GESTION;BNDE VALEURS;FCP;Diversifié;31/12/2025;1 383;4 037 248 635
CGF GESTION;WALO;FCP;Diversifié;31/12/2025;1 317;1 574 213 516
CGF GESTION;PLACEMENT QUIETUDE;FCP;Diversifié;31/12/2025;1 746;11 705 461 783
CGF GESTION;LIQUIDITE-OPTIMUM;FCP;Diversifié;31/12/2025;13 657;7 411 564 628
CGF GESTION;AVANTAGE AKWABA;FCP;Diversifié;31/12/2025;1 815;4 387 249 198
CGF GESTION;EXPAT;FCP;Diversifié;31/12/2025;1 275;1 912 724 768
CGF GESTION;DJOLOF;FCP;Obligataire (OLMT);31/12/2025;1 359;1 133 623 121
CGF GESTION;POSTEFINANCES HORIZON;FCP;Diversifié;31/12/2025;2 520;1 328 851 110
CGF GESTION;AL BARAKA 2;FCP;Diversifié;31/12/2025;1 305;2 365 713 979
CGF GESTION;ASSUR SENEGAL;FCP;Diversifié;31/12/2025;1 494 367;1 143 287 698
CGF GESTION;ACTIONS PHARMACIE;FCP;Diversifié;31/12/2025;1 171;1 227 921 028
CGF GESTION;CAPITAL RETRAITE;FCP;Diversifié;31/12/2025;1 256;9 792 978 491
CGF GESTION;DIASPORA;FCP;Diversifié;31/12/2025;1 285;3 190 191 804
CGF GESTION;RENTE PERPETUELLE;FCP;Diversifié;31/12/2025;1 242;5 327 340 386
CGF GESTION;VISION MONETAIRE;FCP;Monétaire (OCT);31/12/2025;1 005 529;604 514 093
CGF GESTION;UCA DOGUICIMI;FCP;Obligataire (OLMT);31/12/2025;5 132;450 179 667
CGF GESTION;IFC-BOAD;FCP;Obligataire (OLMT);31/12/2025;149 829;7 309 139 483
CGF GESTION;FCPCR SONATEL;FCPE;Diversifié;31/12/2025;10 580;26 695 498 547
CGF GESTION;SINI GNESIGUI;FCP;Diversifié;31/12/2025;2 040;551 241 364
CGF GESTION;FORCE PAD;FCP;Diversifié;31/12/2025;2 393;2 098 519 280
CGF GESTION;DP WORLD DAKAR;FCP;Diversifié;31/12/2025;1 592;2 863 033 684
CGF GESTION;TRANSVIE;FCP;Diversifié;31/12/2025;1 184;437 828 394
CGF GESTION;SEN FONDS;FCPR;Actifs non cotés;31/12/2025;11 605;114 275 905
EDC ASSET MANAGEMENT;ECOBANK ACTIONS UEMOA;FCP;Actions ;31/12/2025;6 285;399 429 352
EDC ASSET MANAGEMENT;ECOBANK OBLIGATAIRE UEMOA;SICAV;Obligataire (OLMT);31/12/2025;20 911;198 834 249 322
EDC ASSET MANAGEMENT;ECOBANK UEMOA DIVERSIFIE;FCP;Diversifié;31/12/2025;10 689;7 973 480 333
EDC ASSET MANAGEMENT;ECOBANK UEMOA RENDEMENT;FCP;Diversifié;31/12/2025;2 063 244;609 357 983
EDC ASSET MANAGEMENT;ECOBANK UEMOA MONETAIRE;FCP;Monétaire (OCT);31/12/2025;993 312;148 996 760
EDC ASSET MANAGEMENT;ECOBANK UEMOA RETRAITE CONFORT;FCP;Obligataire (OLMT);31/12/2025;5 593;16 601 680 854
EDC ASSET MANAGEMENT;ECOBANK PRIVE ACTIONS;FCP;Actions ;31/12/2025;N/D;8 814 779 124
EDC ASSET MANAGEMENT;ECOBANK PRIVE OLMT;FCP;Obligataire (OLMT);31/12/2025;N/D;26 624 661 827
BAOBAB ASSET MANAGEMENT;BAM WURUS;FCP;Actions ;31/12/2025;N/D;1 855 795 503
BAOBAB ASSET MANAGEMENT;BAM TRESOR;FCP;Monétaire (OCT);31/12/2025;N/D;4 896 032 022
BAOBAB ASSET MANAGEMENT;BAM FI NATANGUE;FCPR;Actifs non cotés;31/12/2025;N/D;140 887 072
KAYDAN ASSET MANAGEMENT;KAM SUR;FCP;Obligataire (OLMT);31/12/2025;11 408;334 484 915
KAYDAN ASSET MANAGEMENT;KAM CROISSANCE +;FCPR;Actifs non cotés;31/12/2025;1 102 030;4 125 552 216
UCAMWAL;UNITED CAPITAL SAPPHIRE;FCP;Diversifié;31/12/2025;5 373;207 467 408
UCAMWAL;UNITED CAPITAL DIAMOND;FCP;Obligataire (OLMT);31/12/2025;109 172;1 983 026 452
