N°,Gestionnaire,Nom de l'OPC,Type d'OPC,Catégorie,Date,Valeur Liquidative,Actif net
,CGF GESTION,FCP AVANTAGE AKWABA,FCP,Diversifié,2025-12-31,1814.8848,4387249198
,CGF GESTION,FCP EXPAT,FCP,Diversifié,2025-12-31,1275.0208,1912724768
,CGF GESTION,FCP DJOLOF,FCP,Obligataire (OLMT),2025-12-31,1359.1516,1133623121
,CGF GESTION,FCP POSTEFINANCES HORIZON,FCP,Diversifié,2025-12-31,2520.1431,1328851110
,CGF GESTION,FCP AL BARAKA 2,FCP,Diversifié,2025-12-31,1304.5083,2365713979
,CGF GESTION,FCP ASSUR SENEGAL,FCP,Diversifié,2025-12-31,1494367.1412,1143287698
,CGF GESTION,FCP ACTIONS PHARMACIE,FCP,Diversifié,2025-12-31,1171.1849,1227921028
,CGF GESTION,FCP CAPITAL RETRAITE,FCP,Diversifié,2025-12-31,1256.4361,9792978491
,CGF GESTION,FCP DIASPORA,FCP,Diversifié,2025-12-31,1284.9402,3190191804
,CGF GESTION,FCP RENTE PERPETUELLE,FCP,Diversifié,2025-12-31,1241.8747,5327340386
,CGF GESTION,FCP VISION MONETAIRE,FCP,Monétaire (OCT),2025-12-31,1005529.1888,604514093
,CGF GESTION,FCP UCA DOGUICIMI,FCP,Obligataire (OLMT),2025-12-31,5131.5888,450179667
,CGF GESTION,FCP IFC-BOAD,FCP,Obligataire (OLMT),2025-12-31,149829.1171,7309139483
,CGF GESTION,FCPCR SONATEL,FCPE,Diversifié,2025-12-31,10579.9074,26695498547
,CGF GESTION,FCPE SINI GNESIGUI,FCP,Diversifié,2025-12-31,2040.2644,551241364
,CGF GESTION,FCPE FORCE PAD,FCP,Diversifié,2025-12-31,2393.196,2098519280
,CGF GESTION,FCPE DP WORLD DAKAR,FCP,Diversifié,2025-12-31,1592.2214,2863033684
,CGF GESTION,FCP TRANSVIE,FCP,Diversifié,2025-12-31,1183.6401,437828394
,CGF GESTION,FCPR SEN FONDS,FCPR,Actifs non cotés,2025-12-31,11605.2094,114275905
,EDC ASSET MANAGEMENT,ECOBANK ACTIONS UEMOA,FCP,Actions ,2025-12-31,6285,399429352
,EDC ASSET MANAGEMENT,ECOBANK OBLIGATAIRE UEMOA,SICAV,Obligataire (OLMT),2025-12-31,20911,198834249322
,EDC ASSET MANAGEMENT,ECOBANK UEMOA DIVERSIFIE,FCP,Diversifié,2025-12-31,10689,7973480333
,EDC ASSET MANAGEMENT,ECOBANK UEMOA RENDEMENT,FCP,Diversifié,2025-12-31,2063244,609357983
,EDC ASSET MANAGEMENT,ECOBANK UEMOA MONETAIRE,FCP,Monétaire (OCT),2025-12-31,993312,148996760
,EDC ASSET MANAGEMENT,ECOBANK UEMOA RETRAITE CONFORT,FCP,Obligataire (OLMT),2025-12-31,5593,16601680854
,EDC ASSET MANAGEMENT,ECOBANK PRIVE ACTIONS,FCP,Actions ,2025-12-31,N/D,8814779124
,EDC ASSET MANAGEMENT,ECOBANK PRIVE OLMT,FCP,Obligataire (OLMT),2025-12-31,N/D,26624661827
,BAOBAB ASSET MANAGEMENT,FCP BAM WURUS,FCP,Actions ,2025-12-31,N/D,1855795503
,BAOBAB ASSET MANAGEMENT,FCP BAM TRESOR,FCP,Monétaire (OCT),2025-12-31,N/D,4896032022
,BAOBAB ASSET MANAGEMENT,FCP BAM FI NATANGUE,FCPR,Actifs non cotés,2025-12-31,N/D,140887072
,KAYDAN ASSET MANAGEMENT,FCP KAM SÛR,FCP,Obligataire (OLMT),2025-12-31,11408,334484915
,KAYDAN ASSET MANAGEMENT,FCPR KAM CROISSANCE +,FCPR,Actifs non cotés,2025-12-31,1102030,4125552216
,UCAMWAL,FCP UNITED CAPITAL SAPPHIRE,FCP,Diversifié,2025-12-31,5373,207467408
,UCAMWAL,FCP UNITED CAPITAL DIAMOND,FCP,Obligataire (OLMT),2025-12-31,109172,1983026452
,AFRICABOURSE ASSET MANAGEMENT,EPARGNE CROISSANCE,FCP,Diversifié,2026-04-23,12186.77,
,AFRICABOURSE ASSET MANAGEMENT,OBLIGATIS,FCP,Obligataire (OLMT),2026-04-23,9400.13,
,AFRICABOURSE ASSET MANAGEMENT,EPARGNE ACTION,FCP,Actions,2026-04-23,11028.22,
,AFRICABOURSE ASSET MANAGEMENT,CAPITAL SUR,FCP,Monétaire (OCT),2026-04-23,12895,
,AFRICA ASSET MANAGEMENT,EXPANSIO,FCP,Diversifié,2026-04-22,13620.69,
,AFRICA ASSET MANAGEMENT,SECURITAS,FCP,Obligataire (OLMT),2026-04-22,8730.92,
,AFRICA ASSET MANAGEMENT,VALORIS,FCP,Actions,2026-04-22,18629.48,
,AFRICAINE DE GESTION D'ACTIFS,AGA CAPITAL PLUS,FCP,Diversifié,2026-04-23,1621.08,
,AFRICAINE DE GESTION D'ACTIFS,AGA CONFORT PLUS,FCP,Obligataire (OLMT),2026-04-23,1525.01,
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE CROISSANCE,FCP,Diversifié,2025-01-16,5802.43,
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE LIQUIDITE,FCP,Monétaire (OCT),2025-01-16,6535.44,
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE ACTION,FCP,Actions,2025-01-16,9679.97,
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE SERENITE,FCP,Obligataire (OLMT),2025-01-16,6852.59,
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE HORIZON,FCP,Diversifié,2025-01-16,9186.01,
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE SECURITE,FCP,Obligataire (OLMT),2025-01-16,7258.57,
,BNI GESTION,OBLIG SECURITE,FCP,Obligataire (OLMT),2025-11-05,11585,
,BNI GESTION,DYNAMIC SAVINGS,FCP,Actions,2025-11-05,13386,
,BOA CAPITAL CAM,EMERGENCE,FCP,Diversifié,2026-04-20,8788.64,
,BOA CAPITAL CAM,FCP Tréso Monéa,FCP,Obligataire (OLMT),2023-10-23,38678589.76,
,CGF GESTION,FCP ACTIONS PHARMACIE,FCP,Diversifié,2026-04-23,1242.49,
,CGF GESTION,FCP SALAM CI,FCP,Diversifié,2026-04-23,1217.21,
,CGF GESTION,FCP AL BARAKA 2,FCP,Diversifié,2026-04-23,1325.1,
,CGF GESTION,FCP ASSUR SENEGAL,FCP,Diversifié,2026-04-23,1648941.43,
,CGF GESTION,FCP AVANTAGE AKWABA,FCP,Diversifié,2026-04-23,1912.93,
,CGF GESTION,FCP PLACEMENT CROISSANCE,FCP,Actions,2026-04-23,2011.03,
,CGF GESTION,FCP POSTEFINANCES HORIZON,FCP,Diversifié,2026-04-23,2669.05,
,CGF GESTION,FCP PLACEMENT QUIETUDE,FCP,Obligataire (OLMT),2026-04-23,1786.72,
,CGF GESTION,FCP LIQUIDITE-OPTIMUM,FCP,Obligataire (OLMT),2026-04-23,14068.08,
,CGF GESTION,FCP BNDE VALEURS,FCP,Actions,2026-04-23,1463.08,
,CORIS ASSET MANAGEMENT,CORIS ACTIONS,FCP,Actions,2026-03-03,12040.55,
,CORIS ASSET MANAGEMENT,ASSURANCES,FCP,Diversifié,2026-03-03,5999.32,
,CORIS ASSET MANAGEMENT,CORIS PERFOMANCE,FCP,Monétaire (OCT),2026-03-03,11158.53,
,NSIA ASSET MANAGEMENT,NSIA FONDS DIVERSIFIE,FCP,Diversifié,2026-04-14,7605.13,
,NSIA ASSET MANAGEMENT,AURORE OPPORTUNITES,FCP,Actions,2026-04-14,10278.9,
,NSIA ASSET MANAGEMENT,AURORE SECURITE,FCP,Obligataire (OLMT),2026-04-14,6641.28,
,NSIA ASSET MANAGEMENT,NSIA ASSURANCES OPTIMUM,FCP,Diversifié,2026-04-14,1412328.91,
,NSIA ASSET MANAGEMENT,FCP Aurore Monetaris,FCP,Monétaire (OCT),2026-04-14,6002.47,
,NSIA ASSET MANAGEMENT,TAWFIR HALAL,FCP,Diversifié,2026-04-14,6345.38,
,NSIA ASSET MANAGEMENT,FCP AURORE SECURITE II,FCP,Obligataire (OLMT),2026-04-14,6022.9,
,NSIA ASSET MANAGEMENT,FCP Aurore Obligations Souveraines,FCP,Obligataire (OLMT),2026-04-14,11070.95,
,NSIA ASSET MANAGEMENT,FCP Obligations Premium,FCP,Obligataire (OLMT),2026-04-14,5739.91,
,OPTI ASSET MANAGEMENT,FCP1 OPTI PLACEMENT,FCP,Actions,2026-04-22,36197.76,
,OPTI ASSET MANAGEMENT,FCP2 OPTI REVENU,FCP,Obligataire (OLMT),2026-04-22,9756.52,
,OPTI ASSET MANAGEMENT,FCP3 OPTI CAPITAL,FCP,Diversifié,2026-04-22,25744.3,
,SGCAMWA,SOGEAVENIR,FCP,Diversifié,2025-10-16,2411,
,SGCAMWA,SOGEDEFI,FCP,Diversifié,2025-10-16,5634,
,SGCAMWA,SOGEDYNAMIQUE,FCP,Actions,2025-10-16,5808,
,SGCAMWA,SOGELIQUID,FCP,Monétaire (OCT),2025-10-16,11193627,
,SGCAMWA,SOGEPRIVILEGE,FCP,Diversifié,2025-10-16,5632,
,SGCAMWA,SOGESECURITE,FCP,Obligataire (OLMT),2025-10-16,5155,
,SGCAMWA,SOGEVALOR,FCP,Actions,2025-10-16,5694,
,SOAGA,SOAGA EPARGNE ACTIVE,FCP,Diversifié,2026-04-23,15731,
,SOAGA,SICAV-ABDOU DIOUF,SICAV,Diversifié,2026-04-23,17571503.85,
,SOAGA,BOAD CAPITAL RETRAITE,FCP,Obligataire (OLMT),2026-04-23,14816.65,
,SOAGA,SOAGA EPARGNE OBLIGATIONS,FCP,Obligataire (OLMT),2026-04-23,6641.3,
,SOAGA,SOAGA EPARGNE ACTIONS,FCP,Actions,2026-04-23,12882.67,
,SOAGA,SOAGA EPARGNE SERENITE,FCP,Obligataire (OLMT),2026-04-23,17496.36,
,SOAGA,SOAGA EPARGNE QUIETUDE,FCP,Obligataire (OLMT),2026-04-23,6451.01,
,SOAGA,SOAGA EPARGNE DYNAMIQUE,FCP,Actions,2026-04-23,8275.4,
,SOAGA,FCP SOAGA TRESORERIE,FCP,Monétaire (OCT),2026-04-23,10572.55,
,ENKO CAPITAL WEST AFRICA,FCP GOORGOORLU,FCP,Monétaire (OCT),2026-03-03,1003.91,
,SAPHIR ASSET MANAGEMENT,SAPHIR DYNAMIQUE,FCP,Diversifié,2026-04-23,7845.62,
,SAPHIR ASSET MANAGEMENT,SAPHIR QUIETUDE,FCP,Obligataire (OLMT),2026-04-23,6736.5,
,,,,,2025-10-15,10974.62,
,SGO MALI FINANCES,NYESIGUI,FCP,Diversifié,2026-04-23,17336.12,
,BNI GESTION,INITIATIVE SOLIDARITE,FCP,Diversifié,2025-10-31,6318,
,BNI GESTION,SODEFOR COMPLEMENTAIRE RETRAITE,FCPE,Diversifié,2025-10-31,8506,
,PHOENIXAFRICA ASSET MANAGEMENT,FCP PAM ACTIONS,FCP,Actions,2026-04-09,26062.54,
,PHOENIXAFRICA ASSET MANAGEMENT,FCP PAM DIVERSIFIE EQUILIBRE,FCP,Diversifié,2026-04-09,21651.99,
,PHOENIXAFRICA ASSET MANAGEMENT,FCP PAM DIVERSIFIE OBLIGATIONS,FCP,Diversifié,2026-04-09,18361.42,
,BOA CAPITAL CAM,GLOBAL INVESTORS,FCP,Diversifié,2026-04-17,52977.5,
,BOA CAPITAL CAM,BOA OBLIGATIONS,FCP,Obligataire (OLMT),2026-04-17,13625.85,
,BOA CAPITAL CAM,BOA SECURITE,FCP,Obligataire (OLMT),2026-04-14,121377.27,
,BOA CAPITAL CAM,BOA ACTIONS,FCP,Actions,2026-04-17,24111.34,
,BOA CAPITAL CAM,BOA RENDEMENT,FCP,Obligataire (OLMT),2026-04-17,40021007.17,
,BRIDGE ASSET MANAGEMENT,BRIDGE EQUILIBRE,FCP,Diversifié,2026-03-27,8781.78,
,BRIDGE ASSET MANAGEMENT,BRIDGE DIVERSIFIE CROISSANCE,FCP,Diversifié,2026-03-27,9093.8,
,BRIDGE ASSET MANAGEMENT,BRIDGE OBLIGATIONS,FCP,Obligataire (OLMT),2026-03-27,6886.13,
,ENKO CAPITAL WEST AFRICA,ENKO CAPITAL GARANTI,FCP,Diversifié,2026-03-03,20907.88,
,ENKO CAPITAL WEST AFRICA,PATRIMOINE,FCP,Obligataire (OLMT),2026-03-03,13611.96,
,ENKO CAPITAL WEST AFRICA,ENKO CAPITAL OBLIGATIONS,FCP,Obligataire (OLMT),2026-03-03,12628.61,
,ENKO CAPITAL WEST AFRICA,ENKO CAPITAL LIQUIDITE,FCP,Obligataire (OLMT),2026-03-03,10331.22,
,NSIA ASSET MANAGEMENT,EVOLUTIS,FCPE,Diversifié,2026-04-10,6984.67,
,BAOBAB ASSET MANAGEMENT,BAM TRESOR,FCP,Monétaire (OCT),2026-04-23,11783.28,
,BAOBAB ASSET MANAGEMENT,FCP BAM WURUS,FCP,Actions,2026-04-17,17065.32,
,CGF GESTION,FCPCR SONATEL,FCPE,Diversifié,2026-04-24,11186.98,
,CGF GESTION,FCPE FORCE PAD,FCP,Diversifié,2026-04-23,2550.28,
,CGF GESTION,FCPE SINI GNESIGUI,FCP,Diversifié,2026-04-22,2157.16,
,CGF GESTION,FCP EXPAT,FCP,Obligataire (OLMT),2026-04-23,1362.41,
,CGF GESTION,FCP CAPITAL RETRAITE,FCP,Diversifié,2026-04-22,1316.22,
,CGF GESTION,FCP RENTE PERPETUELLE,FCP,Diversifié,2026-04-22,1309.28,
,CGF GESTION,FCP WALO,FCP,Actions,2026-04-21,1369.38,
,CGF GESTION,FCP DJOLOF,FCP,Obligataire (OLMT),2026-04-21,1395.05,
,CGF GESTION,FCP DIASPORA,FCP,Diversifié,2026-04-21,1327,
,CGF GESTION,FCP IFC-BOAD,FCP,Obligataire (OLMT),2026-04-20,152341.44,
,CGF GESTION,FCPE DP WORLD DAKAR,FCP,Diversifié,2026-04-21,1669.05,
,CGF GESTION,FCPR SEN FONDS,FCPR,Actifs non cotés,2026-01-01,11605.21,
,CGF GESTION,FCP TRANSVIE,FCP,Diversifié,2026-04-20,1228.48,
,EDC ASSET MANAGEMENT,ECOBANK UEMOA DIVERSIFIE,FCP,Diversifié,2026-03-11,11946,
,EDC ASSET MANAGEMENT,ECOBANK OBLIGATAIRE UEMOA,SICAV,Obligataire (OLMT),2024-03-27,20780,
,EDC ASSET MANAGEMENT,ECOBANK UEMOA RENDEMENT,FCP,Diversifié,2026-03-11,2237093,
,EDC ASSET MANAGEMENT,ECOBANK ACTIONS UEMOA,FCP,Actions,2026-03-11,7338,
,SGO MALI FINANCES,ORANGE MALI,FCPE,Diversifié,2026-04-22,39940.9,
,SGO MALI FINANCES,TOUNKARANKE,FCP,Obligataire (OLMT),2026-04-22,133318.23,
,ATTIJARI ASSET MANAGEMENT,ATTIJARI OBLIG,SICAV,Obligataire (OLMT),2026-04-10,14742.59,
,ATTIJARI ASSET MANAGEMENT,ATTIJARI LIQUIDITE,FCP,Monétaire (OCT),2026-04-10,16209.61,
,ATTIJARI ASSET MANAGEMENT,ATTIJARI HORIZON,FCP,Obligataire (OLMT),2026-04-10,17103.38,
,ATTIJARI ASSET MANAGEMENT,ATTIJARI ACTIONS,FCP,Actions,2026-04-10,31020.61,
,ATTIJARI ASSET MANAGEMENT,ATTIJARI DIVERSIFIE,FCP,Diversifié,2026-04-10,26191.99,
,ATTIJARI ASSET MANAGEMENT,ATTIJARI INVEST,FCP,Obligataire (OLMT),2026-04-10,16373.14,
,ATTIJARI ASSET MANAGEMENT,ATTIJARI PATRIMOINE,FCP,Obligataire (OLMT),2026-04-10,16256.71,
,ATTIJARI ASSET MANAGEMENT,CRBC PROSPERITE,FCP,Obligataire (OLMT),2026-04-10,12724.68,
,ATTIJARI ASSET MANAGEMENT,WAFA ASSURANCE UEMOA,FCP,Obligataire (OLMT),2026-04-10,11655.87,
,ATTIJARI ASSET MANAGEMENT,FCP CRAT PERFORMANCE,FCP,Diversifié,2026-04-10,15130.85,
,UCAMWAL,FCP UNITED CAPITAL SAPPHIRE,FCP,Diversifié,2026-04-17,5716.5085,
,UCAMWAL,FCP UNITED CAPITAL DIAMOND,FCP,Obligataire (OLMT),2026-04-17,111544.3702,
,BNI GESTION,CNRA,FCPE,Diversifié,2025-10-31,4196,
,BNI GESTION,BNI RETRAITE,FCPE,Diversifié,2025-10-31,5596,
,BNI GESTION,KARIMA ETHIQUE,FCP,Diversifié,2025-10-31,2421,
